"cluster","feature","coefficient","abs_coef","norm_coef","rank"
"1","sz_tonic.clonic",0.771470636363589,0.771470636363589,1,1
"1","sz_tonic",0.599382933704949,0.599382933704949,0.77693551180406,2
"1","eeg_background",0.535654392072875,0.535654392072875,0.694328943740154,3
"1","sz_myoclonic",0.514371571055254,0.514371571055254,0.666741605979718,4
"1","diag_cardio",0.473003617746004,0.473003617746004,0.613119405264156,5
"1","variant_proteinp.Gln3.",-0.420087899345413,0.420087899345413,0.544528695642316,6
"1","dev_Ability.to.roll",0.408215816976309,0.408215816976309,0.529139798373246,7
"1","dev_Ability.to.control.head.posture",0.365800655983605,0.365800655983605,0.474160180234268,8
"1","dev_Ability.to.recognize.spoken.word",0.340903967221811,0.340903967221811,0.441888454534964,9
"1","hosp_sz",0.30417888482151,0.30417888482151,0.394284462018271,10
"1","dev_Ability.to.walk.with.assistance",0.291650005366823,0.291650005366823,0.378044207543073,11
"1","dev_Ability.to.vocalize",0.270265093190042,0.270265093190042,0.350324536607078,12
"1","dev_Ability.to.use.sentences",-0.227140624834878,0.227140624834878,0.29442549609604,13
"1","dev_Ability.to.reach",0.156868706558045,0.156868706558045,0.20333723561724,14
"1","dev_Ability.to.use.short.phrase",-0.102297918471607,0.102297918471607,0.132601182274155,15
"1","sexmale",0.0930013029884856,0.0930013029884856,0.12055067115303,16
"1","dev_Ability.to.run",-0.0257396342352717,0.0257396342352717,0.0333643732139933,17
"1","eeg_epileptiform",0.0219173045936632,0.0219173045936632,0.0284097716239374,18
"1","dev_Ability.to.use.pincer.grasp",-0.0188926412483602,0.0188926412483602,0.0244891255192974,19
"2","sz_tonic.clonic",-0.771470636363589,0.771470636363589,1,1
"2","sz_tonic",-0.599382933704949,0.599382933704949,0.77693551180406,2
"2","eeg_background",-0.535654392072875,0.535654392072875,0.694328943740154,3
"2","sz_myoclonic",-0.514371571055254,0.514371571055254,0.666741605979718,4
"2","diag_cardio",-0.473003617746004,0.473003617746004,0.613119405264156,5
"2","variant_proteinp.Gln3.",0.420087899345413,0.420087899345413,0.544528695642316,6
"2","dev_Ability.to.roll",-0.408215816976309,0.408215816976309,0.529139798373246,7
"2","dev_Ability.to.control.head.posture",-0.365800655983605,0.365800655983605,0.474160180234268,8
"2","dev_Ability.to.recognize.spoken.word",-0.340903967221811,0.340903967221811,0.441888454534964,9
"2","hosp_sz",-0.30417888482151,0.30417888482151,0.394284462018271,10
"2","dev_Ability.to.walk.with.assistance",-0.291650005366823,0.291650005366823,0.378044207543073,11
"2","dev_Ability.to.vocalize",-0.270265093190042,0.270265093190042,0.350324536607078,12
"2","dev_Ability.to.use.sentences",0.227140624834878,0.227140624834878,0.29442549609604,13
"2","dev_Ability.to.reach",-0.156868706558045,0.156868706558045,0.20333723561724,14
"2","dev_Ability.to.use.short.phrase",0.102297918471607,0.102297918471607,0.132601182274155,15
"2","sexmale",-0.0930013029884856,0.0930013029884856,0.12055067115303,16
"2","dev_Ability.to.run",0.0257396342352717,0.0257396342352717,0.0333643732139933,17
"2","eeg_epileptiform",-0.0219173045936632,0.0219173045936632,0.0284097716239374,18
"2","dev_Ability.to.use.pincer.grasp",0.0188926412483602,0.0188926412483602,0.0244891255192974,19
