"cluster","feature","coefficient","abs_coef","norm_coef","rank"
"1","eeg_epileptiform",0.648349986225078,0.648349986225078,1,1
"1","sz_focal",0.57704762569793,0.57704762569793,0.890024890811989,2
"1","diag_cardio",0.567215639619891,0.567215639619891,0.874860263239027,3
"1","eeg_background",0.228042728563131,0.228042728563131,0.351727822022294,4
"1","hosp_sz",0.064399227930252,0.064399227930252,0.0993278773787086,5
"1","eeg_paroxysmal_abnormalities",0.0371564320418056,0.0371564320418056,0.057309220068228,6
"2","eeg_epileptiform",-0.648349986225078,0.648349986225078,1,1
"2","sz_focal",-0.57704762569793,0.57704762569793,0.890024890811989,2
"2","diag_cardio",-0.567215639619891,0.567215639619891,0.874860263239027,3
"2","eeg_background",-0.228042728563131,0.228042728563131,0.351727822022294,4
"2","hosp_sz",-0.064399227930252,0.064399227930252,0.0993278773787086,5
"2","eeg_paroxysmal_abnormalities",-0.0371564320418056,0.0371564320418056,0.057309220068228,6
