"cluster","feature","coefficient","abs_coef","norm_coef","rank"
"1","sz_tonic.clonic",0.759063960573424,0.759063960573424,1,1
"1","eeg_epileptiform",0.677344485495629,0.677344485495629,0.892341779715031,2
"1","dev_Ability.to.run",-0.624002467752178,0.624002467752178,0.822068363357396,3
"1","eeg_background",0.402541218078469,0.402541218078469,0.530312646874151,4
"1","sz_focal",0.371000872008781,0.371000872008781,0.488761015248984,5
"1","diag_muscoloskeletal",0.31445878187903,0.31445878187903,0.414271785004095,6
"1","variant_proteinp.Leu1036Trpfs.10",-0.311760322083894,0.311760322083894,0.410716801583334,7
"1","dev_Ability.to.stand.on.one.leg",-0.309659200594518,0.309659200594518,0.407948758837913,8
"1","sz_tonic",0.305842521646707,0.305842521646707,0.402920620043221,9
"1","eeg_paroxysmal_abnormalities",0.273984939987045,0.273984939987045,0.360951058432634,10
"1","dev_Ability.to.control.head.posture",0.243793243124628,0.243793243124628,0.321176153509459,11
"1","diag_cardio",0.18959572793256,0.18959572793256,0.249775694513717,12
"1","dev_Ability.to.reach",0.162695038566735,0.162695038566735,0.21433640248686,13
"1","sz_spasms",0.144748773558988,0.144748773558988,0.190693776911289,14
"1","hosp_sz",0.132875176107261,0.132875176107261,0.175051356682621,15
"1","dev_Ability.to.crouch",-0.104572076374898,0.104572076374898,0.137764512355323,16
"1","variant_proteinp.Glu1125Glyfs.11",-0.104186044404668,0.104186044404668,0.137255949190318,17
"1","dev_Ability.to.initiate.words",-0.101421045962555,0.101421045962555,0.133613306954973,18
"1","dev_Ability.to.use.pincer.grasp",-0.0490038367703179,0.0490038367703179,0.0645582445164419,19
"1","dev_Ability.to.jump",-0.0166519493596089,0.0166519493596089,0.0219374785584992,20
"2","sz_tonic.clonic",-0.759063960573424,0.759063960573424,1,1
"2","eeg_epileptiform",-0.677344485495629,0.677344485495629,0.892341779715031,2
"2","dev_Ability.to.run",0.624002467752178,0.624002467752178,0.822068363357396,3
"2","eeg_background",-0.402541218078469,0.402541218078469,0.530312646874151,4
"2","sz_focal",-0.371000872008781,0.371000872008781,0.488761015248984,5
"2","diag_muscoloskeletal",-0.31445878187903,0.31445878187903,0.414271785004095,6
"2","variant_proteinp.Leu1036Trpfs.10",0.311760322083894,0.311760322083894,0.410716801583334,7
"2","dev_Ability.to.stand.on.one.leg",0.309659200594518,0.309659200594518,0.407948758837913,8
"2","sz_tonic",-0.305842521646707,0.305842521646707,0.402920620043221,9
"2","eeg_paroxysmal_abnormalities",-0.273984939987045,0.273984939987045,0.360951058432634,10
"2","dev_Ability.to.control.head.posture",-0.243793243124628,0.243793243124628,0.321176153509459,11
"2","diag_cardio",-0.18959572793256,0.18959572793256,0.249775694513717,12
"2","dev_Ability.to.reach",-0.162695038566735,0.162695038566735,0.21433640248686,13
"2","sz_spasms",-0.144748773558988,0.144748773558988,0.190693776911289,14
"2","hosp_sz",-0.132875176107261,0.132875176107261,0.175051356682621,15
"2","dev_Ability.to.crouch",0.104572076374898,0.104572076374898,0.137764512355323,16
"2","variant_proteinp.Glu1125Glyfs.11",0.104186044404668,0.104186044404668,0.137255949190318,17
"2","dev_Ability.to.initiate.words",0.101421045962555,0.101421045962555,0.133613306954973,18
"2","dev_Ability.to.use.pincer.grasp",0.0490038367703179,0.0490038367703179,0.0645582445164419,19
"2","dev_Ability.to.jump",0.0166519493596089,0.0166519493596089,0.0219374785584992,20
