"cluster","feature","coefficient","abs_coef","norm_coef","rank"
"1","hosp_sz",0.464570896635544,0.464570896635544,1,1
"1","dev_Ability.to.use.sentences",-0.405612789557859,0.405612789557859,0.873091260118395,2
"1","sz_tonic",0.147976924623955,0.147976924623955,0.318523880199157,3
"1","eeg_epileptiform",0.137590507131678,0.137590507131678,0.296166867378303,4
"1","dev_Ability.to.run",-0.0723337912507015,0.0723337912507015,0.155700220944851,5
"1","sz_tonic.clonic",0.0544063424995393,0.0544063424995393,0.117110957430941,6
"1","dev_Ability.to.vocalize",0.0185610749348635,0.0185610749348635,0.0399531590749316,7
"1","eeg_background",0.000636003611987047,0.000636003611987047,0.0013690130324414,8
"2","hosp_sz",-0.464570896635544,0.464570896635544,1,1
"2","dev_Ability.to.use.sentences",0.405612789557859,0.405612789557859,0.873091260118395,2
"2","sz_tonic",-0.147976924623955,0.147976924623955,0.318523880199157,3
"2","eeg_epileptiform",-0.137590507131678,0.137590507131678,0.296166867378303,4
"2","dev_Ability.to.run",0.0723337912507015,0.0723337912507015,0.155700220944851,5
"2","sz_tonic.clonic",-0.0544063424995393,0.0544063424995393,0.117110957430941,6
"2","dev_Ability.to.vocalize",-0.0185610749348635,0.0185610749348635,0.0399531590749316,7
"2","eeg_background",-0.000636003611987047,0.000636003611987047,0.0013690130324414,8
